record_id,record_type,row_id,year,region,region_norm,title,url,videoId,video_id,videoId_is_valid,videoId_occurrences,is_duplicate_videoId,views,view_count,views_raw,views_is_missing,views_snapshot_date,metadata_snapshot_date,tags_list,tags,tags_raw,tag1,tag2,tag3,tag4,tag5,source_platform,license
youtube-video-sJ0YyjMZ0ko,youtube_video_metadata,991,2015,France,france,"PARIS TRAVEL GUIDE 🇫🇷 Top 50 Things to Do in Paris, France! 🗼 Eiffel Tower & Food",https://youtu.be/sJ0YyjMZ0ko,sJ0YyjMZ0ko,sJ0YyjMZ0ko,True,2,True,735114,735114,735114,False,2026-02-10,2026-02-10,"[""things to do in paris"", ""what to do in paris"", ""paris travel guide"", ""visit paris"", ""paris city guide""]","things to do in paris, what to do in paris, paris travel guide, visit paris, paris city guide","things to do in paris, what to do in paris, paris travel guide, visit paris, paris city guide",things to do in paris,what to do in paris,paris travel guide,visit paris,paris city guide,YouTube,CC-BY-NC-4.0
youtube-video-7Jal4YjMf8Y,youtube_video_metadata,992,2015,France,france,Celebrating Bastille Day in Paris 🎆🇫🇷 Fireworks at the Eiffel Tower! (Le 14 Juillet),https://youtu.be/7Jal4YjMf8Y,7Jal4YjMf8Y,7Jal4YjMf8Y,True,2,True,43378,43378,43378,False,2026-02-10,2026-02-10,"[""celebrating bastille day"", ""bastille day (holiday)"", ""paris bastille day"", ""eiffel tower fireworks"", ""europe""]","celebrating bastille day, bastille day (holiday), paris bastille day, eiffel tower fireworks, europe","celebrating bastille day, bastille day (holiday), paris bastille day, eiffel tower fireworks, europe",celebrating bastille day,bastille day (holiday),paris bastille day,eiffel tower fireworks,europe,YouTube,CC-BY-NC-4.0
youtube-video-1226gickivI,youtube_video_metadata,993,2015,France,france,Picnic In Paris 🍷🥖 Cheese & Wine at Bois de Boulogne 🇫🇷,https://youtu.be/1226gickivI,1226gickivI,1226gickivI,True,2,True,8242,8242,8242,False,2026-02-10,2026-02-10,"[""picnic in paris"", ""paris picnic"", ""things to do in france"", ""picnic in paris france"", ""things to do in paris""]","picnic in paris, paris picnic, things to do in france, picnic in paris france, things to do in paris","picnic in paris, paris picnic, things to do in france, picnic in paris france, things to do in paris",picnic in paris,paris picnic,things to do in france,picnic in paris france,things to do in paris,YouTube,CC-BY-NC-4.0
youtube-video-XMj19JRW0fM,youtube_video_metadata,994,2015,France,france,Visiting Château de Versailles by Bike 🚲🏰 Palace Gardens & History 🇫🇷,https://youtu.be/XMj19JRW0fM,XMj19JRW0fM,XMj19JRW0fM,True,2,True,11102,11102,11102,False,2026-02-10,2026-02-10,"[""visiting château de versailles"", ""château de versailles"", ""palace of versailles"", ""visiting versailles"", ""versailles travel""]","visiting château de versailles, château de versailles, palace of versailles, visiting versailles, versailles travel","visiting château de versailles, château de versailles, palace of versailles, visiting versailles, versailles travel",visiting château de versailles,château de versailles,palace of versailles,visiting versailles,versailles travel,YouTube,CC-BY-NC-4.0
youtube-video-mU4lsUjT3bc,youtube_video_metadata,995,2015,France,france,Our 1 Year Anniversary in Paris 💍❤️ Romance in the City of Lights 🇫🇷,https://youtu.be/mU4lsUjT3bc,mU4lsUjT3bc,mU4lsUjT3bc,True,2,True,8982,8982,8982,False,2026-02-10,2026-02-10,"[""one year anniversary in paris"", ""paris anniversary"", ""things to do in paris"", ""anniversary"", ""things to do in france""]","one year anniversary in paris, paris anniversary, things to do in paris, anniversary, things to do in france","one year anniversary in paris, paris anniversary, things to do in paris, anniversary, things to do in france",one year anniversary in paris,paris anniversary,things to do in paris,anniversary,things to do in france,YouTube,CC-BY-NC-4.0
youtube-video-1mNUM9GiX4c,youtube_video_metadata,996,2015,France,france,Eating Crepes in Paris 🥞🇫🇷 Nutella & Ham Cheese Crêpes Street Food!,https://youtu.be/1mNUM9GiX4c,1mNUM9GiX4c,1mNUM9GiX4c,True,2,True,28989,28989,28989,False,2026-02-10,2026-02-10,"[""eating crepes in paris"", ""paris crepes"", ""paris food"", ""what to eat in paris"", ""crepes in paris""]","eating crepes in paris, paris crepes, paris food, what to eat in paris, crepes in paris","eating crepes in paris, paris crepes, paris food, what to eat in paris, crepes in paris",eating crepes in paris,paris crepes,paris food,what to eat in paris,crepes in paris,YouTube,CC-BY-NC-4.0
youtube-video-W7_CW7yuM0k,youtube_video_metadata,997,2015,Japan,japan,Japanese Snacks Taste Test Challenge 🇯🇵🍱 Trying Weird Candy & Chips!,https://youtu.be/W7_CW7yuM0k,W7_CW7yuM0k,W7_CW7yuM0k,True,2,True,6495,6495,6495,False,2026-02-10,2026-02-10,"[""japanese snacks taste test"", ""konpeito lollipop"", ""min no nazo"", ""nagewa"", ""trying japanese snacks""]","japanese snacks taste test, konpeito lollipop, min no nazo, nagewa, trying japanese snacks","japanese snacks taste test, konpeito lollipop, min no nazo, nagewa, trying japanese snacks",japanese snacks taste test,konpeito lollipop,min no nazo,nagewa,trying japanese snacks,YouTube,CC-BY-NC-4.0
youtube-video-GWnUU3u7Cfg,youtube_video_metadata,998,2015,Luxembourg,luxembourg,LUXEMBOURG TRAVEL GUIDE 🇱🇺 Top 10 Things To Do in Luxembourg City 🏰 Scenic Views!,https://youtu.be/GWnUU3u7Cfg,GWnUU3u7Cfg,GWnUU3u7Cfg,True,2,True,451493,451493,451493,False,2026-02-10,2026-02-10,"[""things to do in luxembourg city"", ""things to do in luxembourg"", ""luxembourg city"", ""luxembourg"", ""luxembourg attractions""]","things to do in luxembourg city, things to do in luxembourg, luxembourg city, luxembourg, luxembourg attractions","things to do in luxembourg city, things to do in luxembourg, luxembourg city, luxembourg, luxembourg attractions",things to do in luxembourg city,things to do in luxembourg,luxembourg city,luxembourg,luxembourg attractions,YouTube,CC-BY-NC-4.0
youtube-video-tLI3celBGfk,youtube_video_metadata,999,2015,Germany,germany,Regatta Boat Race and Wustrow City Tour ⛵🇩🇪 Baltic Coast Adventure!,https://youtu.be/tLI3celBGfk,tLI3celBGfk,tLI3celBGfk,True,2,True,2356,2356,2356,False,2026-02-10,2026-02-10,"[""regatta boat race"", ""things to do in wustrow"", ""wustrow attractions"", ""wustrow germany"", ""wustrow city""]","regatta boat race, things to do in wustrow, wustrow attractions, wustrow germany, wustrow city","regatta boat race, things to do in wustrow, wustrow attractions, wustrow germany, wustrow city",regatta boat race,things to do in wustrow,wustrow attractions,wustrow germany,wustrow city,YouTube,CC-BY-NC-4.0
youtube-video-M9RTyrtGpro,youtube_video_metadata,1000,2015,Germany,germany,Stralsund City Guide & Tour 🏰 UNESCO Old Town & Baltic Food in Germany 🇩🇪🐟,https://youtu.be/M9RTyrtGpro,M9RTyrtGpro,M9RTyrtGpro,True,2,True,27326,27326,27326,False,2026-02-10,2026-02-10,"[""stralsund city tour"", ""stralsund"", ""stralsund city guide"", ""visit stralsund"", ""stralsund travel""]","stralsund city tour, stralsund, stralsund city guide, visit stralsund, stralsund travel","stralsund city tour, stralsund, stralsund city guide, visit stralsund, stralsund travel",stralsund city tour,stralsund,stralsund city guide,visit stralsund,stralsund travel,YouTube,CC-BY-NC-4.0
youtube-video-wcFtjNNo2D8,youtube_video_metadata,1001,2015,Italy,italy,Italian Cooking Class at Castello di Malpaga 🍝 Making Ravioli & Tiramisu in Lombardy 🇮🇹,https://youtu.be/wcFtjNNo2D8,wcFtjNNo2D8,wcFtjNNo2D8,True,2,True,5640,5640,5640,False,2026-02-10,2026-02-10,"[""castello di malpaga"", ""italian cooking class"", ""malpaga castle"", ""making italian food"", ""cavernago""]","castello di malpaga, italian cooking class, malpaga castle, making italian food, cavernago","castello di malpaga, italian cooking class, malpaga castle, making italian food, cavernago",castello di malpaga,italian cooking class,malpaga castle,making italian food,cavernago,YouTube,CC-BY-NC-4.0
youtube-video-t8mAKMF9oSU,youtube_video_metadata,1002,2015,Italy,italy,Chiavenna City Tour & Crossing the Border to Switzerland 🇨🇭🇮🇹 Day Trip Guide,https://youtu.be/t8mAKMF9oSU,t8mAKMF9oSU,t8mAKMF9oSU,True,2,True,19330,19330,19330,False,2026-02-10,2026-02-10,"[""chiavenna"", ""chiavenna travel guide"", ""things to do in chiavenna"", ""chiavenna italy"", ""travel""]","chiavenna, chiavenna travel guide, things to do in chiavenna, chiavenna italy, travel","chiavenna, chiavenna travel guide, things to do in chiavenna, chiavenna italy, travel",chiavenna,chiavenna travel guide,things to do in chiavenna,chiavenna italy,travel,YouTube,CC-BY-NC-4.0
youtube-video-gAeAX9IQPsQ,youtube_video_metadata,1003,2015,Italy,italy,Dì de la Bresaola: Italian Meat Festival in Chiavenna 🥩🇮🇹 Cured Meat & Street Food,https://youtu.be/gAeAX9IQPsQ,gAeAX9IQPsQ,gAeAX9IQPsQ,True,2,True,7755,7755,7755,False,2026-02-10,2026-02-10,"[""dì de la bresaola"", ""chiavenna"", ""things to do in chiavenna"", ""bresaola"", ""italian meat festival""]","dì de la bresaola, chiavenna, things to do in chiavenna, bresaola, italian meat festival","dì de la bresaola, chiavenna, things to do in chiavenna, bresaola, italian meat festival",dì de la bresaola,chiavenna,things to do in chiavenna,bresaola,italian meat festival,YouTube,CC-BY-NC-4.0
youtube-video-h6UvRUOZkbw,youtube_video_metadata,1004,2015,Italy,italy,Aperitivo in Milan 🍹 Experiencing Milanese Nightlife & Buffet Culture 🇮🇹🍸,https://youtu.be/h6UvRUOZkbw,h6UvRUOZkbw,h6UvRUOZkbw,True,2,True,31976,31976,31976,False,2026-02-10,2026-02-10,"[""aperitivo"", ""milan aperitivo"", ""aperitivo milano"", ""aperitivo italiano"", ""milan nightlife""]","aperitivo, milan aperitivo, aperitivo milano, aperitivo italiano, milan nightlife","aperitivo, milan aperitivo, aperitivo milano, aperitivo italiano, milan nightlife",aperitivo,milan aperitivo,aperitivo milano,aperitivo italiano,milan nightlife,YouTube,CC-BY-NC-4.0
youtube-video-An5jylj654c,youtube_video_metadata,1005,2015,Italy,italy,Gelato Taste Test 🍦 Eating Authentic Italian Ice Cream in Chiavenna 🇮🇹🍨,https://youtu.be/An5jylj654c,An5jylj654c,An5jylj654c,True,2,True,18632,18632,18632,False,2026-02-10,2026-02-10,"[""gelato ice cream"", ""gelato taste test"", ""gelato"", ""italian ice cream"", ""gelato vs ice cream""]","gelato ice cream, gelato taste test, gelato, italian ice cream, gelato vs ice cream","gelato ice cream, gelato taste test, gelato, italian ice cream, gelato vs ice cream",gelato ice cream,gelato taste test,gelato,italian ice cream,gelato vs ice cream,YouTube,CC-BY-NC-4.0
youtube-video-ZIiQ2QWxa7M,youtube_video_metadata,1006,2015,Italy,italy,Polenta e Osei 🍰 Bergamo's Unique Sweet Polenta Cake Taste Test 🇮🇹🐦,https://youtu.be/ZIiQ2QWxa7M,ZIiQ2QWxa7M,ZIiQ2QWxa7M,True,2,True,14894,14894,14894,False,2026-02-10,2026-02-10,"[""polenta e osei"", ""polenta dessert"", ""polenta"", ""travel"", ""polenta cake""]","polenta e osei, polenta dessert, polenta, travel, polenta cake","polenta e osei, polenta dessert, polenta, travel, polenta cake",polenta e osei,polenta dessert,polenta,travel,polenta cake,YouTube,CC-BY-NC-4.0
youtube-video-1Q1bRicdWJk,youtube_video_metadata,1007,2015,Italy,italy,Pizza al Taglio in Milan 🍕 Eating Pizza by the Slice Street Food in Italy 🇮🇹,https://youtu.be/1Q1bRicdWJk,1Q1bRicdWJk,1Q1bRicdWJk,True,2,True,19759,19759,19759,False,2026-02-10,2026-02-10,"[""pizza al taglio"", ""pizza by the slice"", ""pizza al trancio"", ""fast food in milan"", ""italian pizza""]","pizza al taglio, pizza by the slice, pizza al trancio, fast food in milan, italian pizza","pizza al taglio, pizza by the slice, pizza al trancio, fast food in milan, italian pizza",pizza al taglio,pizza by the slice,pizza al trancio,fast food in milan,italian pizza,YouTube,CC-BY-NC-4.0
youtube-video-Ab-ArtfaCA4,youtube_video_metadata,1008,2015,Italy,italy,"Risotto alla Milanese 🥘 Eating Traditional Saffron Risotto in Milan, Italy 🇮🇹",https://youtu.be/Ab-ArtfaCA4,Ab-ArtfaCA4,Ab-ArtfaCA4,True,2,True,13029,13029,13029,False,2026-02-10,2026-02-10,"[""risotto alla milanese"", ""risotto"", ""italian risotto"", ""what to eat in milan"", ""risotto taste test""]","risotto alla milanese, risotto, italian risotto, what to eat in milan, risotto taste test","risotto alla milanese, risotto, italian risotto, what to eat in milan, risotto taste test",risotto alla milanese,risotto,italian risotto,what to eat in milan,risotto taste test,YouTube,CC-BY-NC-4.0
youtube-video-7IbCumxtOLo,youtube_video_metadata,1009,2015,Italy,italy,Italian Breakfast in Milan ☕🥐 Cappuccino & Pastry Culture Guide 🇮🇹,https://youtu.be/7IbCumxtOLo,7IbCumxtOLo,7IbCumxtOLo,True,2,True,84579,84579,84579,False,2026-02-10,2026-02-10,"[""italian breakfast"", ""breakfast in italy"", ""breakfast in milan"", ""milan breakfast"", ""milan cafes""]","italian breakfast, breakfast in italy, breakfast in milan, milan breakfast, milan cafes","italian breakfast, breakfast in italy, breakfast in milan, milan breakfast, milan cafes",italian breakfast,breakfast in italy,breakfast in milan,milan breakfast,milan cafes,YouTube,CC-BY-NC-4.0
youtube-video-RcMz2msxOJQ,youtube_video_metadata,1010,2015,UK,uk,"Cheap Afternoon Tea in London 🫖🇬🇧 Scones, Clotted Cream & Sandwiches on a Budget!",https://youtu.be/RcMz2msxOJQ,RcMz2msxOJQ,RcMz2msxOJQ,True,2,True,26746,26746,26746,False,2026-02-10,2026-02-10,"[""cheap afternoon tea in london"", ""cheap afternoon tea"", ""afternoon tea in london"", ""inexpensive afternoon tea in london"", ""things to do in england""]","cheap afternoon tea in london, cheap afternoon tea, afternoon tea in london, inexpensive afternoon tea in london, things to do in england","cheap afternoon tea in london, cheap afternoon tea, afternoon tea in london, inexpensive afternoon tea in london, things to do in england",cheap afternoon tea in london,cheap afternoon tea,afternoon tea in london,inexpensive afternoon tea in london,things to do in england,YouTube,CC-BY-NC-4.0
youtube-video-R0gBxdyNS8U,youtube_video_metadata,1011,2015,UK,uk,Full English Breakfast in London 🍳🥓 The Ultimate British Fry Up Experience 🇬🇧,https://youtu.be/R0gBxdyNS8U,R0gBxdyNS8U,R0gBxdyNS8U,True,2,True,48339,48339,48339,False,2026-02-10,2026-02-10,"[""full english breakfast in london"", ""breakfast in london"", ""full english breakfast"", ""london breakfast"", ""english breakfast in london""]","full english breakfast in london, breakfast in london, full english breakfast, london breakfast, english breakfast in london","full english breakfast in london, breakfast in london, full english breakfast, london breakfast, english breakfast in london",full english breakfast in london,breakfast in london,full english breakfast,london breakfast,english breakfast in london,YouTube,CC-BY-NC-4.0
youtube-video-T7Zy-b1fVxA,youtube_video_metadata,1012,2015,UK,uk,Fish and Chips in London 🐟🍟 Traditional British Food Review 🇬🇧 Best Cheap Eats!,https://youtu.be/T7Zy-b1fVxA,T7Zy-b1fVxA,T7Zy-b1fVxA,True,2,True,61591,61591,61591,False,2026-02-10,2026-02-10,"[""fish and chips in london"", ""london fish and chips"", ""fish and chips taste test"", ""best fish and chips in london"", ""english fish and chips""]","fish and chips in london, london fish and chips, fish and chips taste test, best fish and chips in london, english fish and chips","fish and chips in london, london fish and chips, fish and chips taste test, best fish and chips in london, english fish and chips",fish and chips in london,london fish and chips,fish and chips taste test,best fish and chips in london,english fish and chips,YouTube,CC-BY-NC-4.0
youtube-video-DZLfZl9Qadk,youtube_video_metadata,1013,2015,UK,uk,Steak And Ale Pie Picnic in London 🥧🇬🇧 British Pub Food Outdoors!,https://youtu.be/DZLfZl9Qadk,DZLfZl9Qadk,DZLfZl9Qadk,True,2,True,8178,8178,8178,False,2026-02-10,2026-02-10,"[""steak and ale pie in london"", ""steak and ale pie"", ""steak and guinness pie"", ""steak and beer pie"", ""steak pie""]","steak and ale pie in london, steak and ale pie, steak and guinness pie, steak and beer pie, steak pie","steak and ale pie in london, steak and ale pie, steak and guinness pie, steak and beer pie, steak pie",steak and ale pie in london,steak and ale pie,steak and guinness pie,steak and beer pie,steak pie,YouTube,CC-BY-NC-4.0
youtube-video-OL9UzeUTpVY,youtube_video_metadata,1014,2015,France,france,Éclair Taste Test in Paris 🇫🇷🍫 Eating French Pastries & Sweets in France!,https://youtu.be/OL9UzeUTpVY,OL9UzeUTpVY,OL9UzeUTpVY,True,2,True,28821,28821,28821,False,2026-02-10,2026-02-10,"[""eclair taste test"", ""éclair taste test"", ""paris street food"", ""street food in paris"", ""french street food""]","eclair taste test, éclair taste test, paris street food, street food in paris, french street food","eclair taste test, éclair taste test, paris street food, street food in paris, french street food",eclair taste test,éclair taste test,paris street food,street food in paris,french street food,YouTube,CC-BY-NC-4.0
youtube-video-1hwB3wGIAY0,youtube_video_metadata,1015,2015,Romania,romania,Romania in 2 Minutes: Neamt County Highlights 🇷🇴 Travel Video,https://youtu.be/1hwB3wGIAY0,1hwB3wGIAY0,1hwB3wGIAY0,True,2,True,11536,11536,11536,False,2026-02-10,2026-02-10,"[""neamt county"", ""romania"", ""things to do in romania"", ""romania travel guide"", ""romania hiking""]","neamt county, romania, things to do in romania, romania travel guide, romania hiking","neamt county, romania, things to do in romania, romania travel guide, romania hiking",neamt county,romania,things to do in romania,romania travel guide,romania hiking,YouTube,CC-BY-NC-4.0
youtube-video-uSkdngr__vI,youtube_video_metadata,1016,2015,Romania,romania,Hiking the Carpathians in Romania 🏔️ Ceahlău Massif Adventure 🇷🇴 Neamt County,https://youtu.be/uSkdngr__vI,uSkdngr__vI,uSkdngr__vI,True,2,True,21558,21558,21558,False,2026-02-10,2026-02-10,"[""hiking in romania"", ""ceahlău massif"", ""ceahlău mountain"", ""romania hiking guide"", ""romania""]","hiking in romania, ceahlău massif, ceahlău mountain, romania hiking guide, romania","hiking in romania, ceahlău massif, ceahlău mountain, romania hiking guide, romania",hiking in romania,ceahlău massif,ceahlău mountain,romania hiking guide,romania,YouTube,CC-BY-NC-4.0
youtube-video-7sLHCsmFX0s,youtube_video_metadata,1017,2015,Poland,poland,"WARSAW TRAVEL GUIDE 🇵🇱 Top 25 Things to Do in Warsaw, Poland 🎨 Old Town & Nightlife",https://youtu.be/7sLHCsmFX0s,7sLHCsmFX0s,7sLHCsmFX0s,True,2,True,504293,504293,504293,False,2026-02-10,2026-02-10,"[""warsaw"", ""things to do in warsaw"", ""warsaw city guide"", ""warsaw travel guide"", ""warsaw attractions""]","warsaw, things to do in warsaw, warsaw city guide, warsaw travel guide, warsaw attractions","warsaw, things to do in warsaw, warsaw city guide, warsaw travel guide, warsaw attractions",warsaw,things to do in warsaw,warsaw city guide,warsaw travel guide,warsaw attractions,YouTube,CC-BY-NC-4.0
youtube-video-yz0uuPvzpik,youtube_video_metadata,1018,2015,Poland,poland,Rurki Z Kremem 🍦 Polish Torpedo Dessert Street Food in Warsaw 🇵🇱,https://youtu.be/yz0uuPvzpik,yz0uuPvzpik,yz0uuPvzpik,True,2,True,12223,12223,12223,False,2026-02-10,2026-02-10,"[""rurki z kremem"", ""polish street food"", ""polish torpedo dessert"", ""polish dessert"", ""things to do in poland""]","rurki z kremem, polish street food, polish torpedo dessert, polish dessert, things to do in poland","rurki z kremem, polish street food, polish torpedo dessert, polish dessert, things to do in poland",rurki z kremem,polish street food,polish torpedo dessert,polish dessert,things to do in poland,YouTube,CC-BY-NC-4.0
youtube-video-K2aK9zd8Vas,youtube_video_metadata,1019,2015,Poland,poland,Bigos: Eating Polish Hunter's Stew in Warsaw 🥘🇵🇱 Traditional Polish Cuisine,https://youtu.be/K2aK9zd8Vas,K2aK9zd8Vas,K2aK9zd8Vas,True,2,True,27513,27513,27513,False,2026-02-10,2026-02-10,"[""bigos"", ""polish hunter's stew"", ""eating bigos in warsaw"", ""eating bigos in poland"", ""polish stew""]","bigos, polish hunter's stew, eating bigos in warsaw, eating bigos in poland, polish stew","bigos, polish hunter's stew, eating bigos in warsaw, eating bigos in poland, polish stew",bigos,polish hunter's stew,eating bigos in warsaw,eating bigos in poland,polish stew,YouTube,CC-BY-NC-4.0
youtube-video-EvTurvghe-k,youtube_video_metadata,1020,2015,Poland,poland,Pierogi Taste Test in Warsaw 🥟 Eating Polish Dumplings! 🇵🇱,https://youtu.be/EvTurvghe-k,EvTurvghe-k,EvTurvghe-k,True,2,True,35154,35154,35154,False,2026-02-10,2026-02-10,"[""pierogi (dish)"", ""eating polish pierogi"", ""perogi"", ""eating pierogi in warsaw"", ""things to do in poland""]","pierogi (dish), eating polish pierogi, perogi, eating pierogi in warsaw, things to do in poland","pierogi (dish), eating polish pierogi, perogi, eating pierogi in warsaw, things to do in poland",pierogi (dish),eating polish pierogi,perogi,eating pierogi in warsaw,things to do in poland,YouTube,CC-BY-NC-4.0
youtube-video-ts2Qt2cRHo4,youtube_video_metadata,1021,2015,UK,uk,Blogstock Festival 🇬🇧 Travel Blogging Conference & Camping Weekend 🏕️,https://youtu.be/ts2Qt2cRHo4,ts2Qt2cRHo4,ts2Qt2cRHo4,True,2,True,2298,2298,2298,False,2026-02-10,2026-02-10,"[""blogstock"", ""blogstock festival"", ""blogstock 2015"", ""blogstock festival 2015"", ""travel blogging conference""]","blogstock, blogstock festival, blogstock 2015, blogstock festival 2015, travel blogging conference","blogstock, blogstock festival, blogstock 2015, blogstock festival 2015, travel blogging conference",blogstock,blogstock festival,blogstock 2015,blogstock festival 2015,travel blogging conference,YouTube,CC-BY-NC-4.0
youtube-video-YePsdcvM5vk,youtube_video_metadata,1022,2015,Germany,germany,Summer in Berlin with Busabout 🇩🇪 Berlin Travel Guide & Top Sights 🍻,https://youtu.be/YePsdcvM5vk,YePsdcvM5vk,YePsdcvM5vk,True,2,True,11465,11465,11465,False,2026-02-10,2026-02-10,"[""summer in berlin"", ""berlin summer travel guide"", ""how to spend the summer in berlin"", ""things to do in berlin"", ""visit berlin""]","summer in berlin, berlin summer travel guide, how to spend the summer in berlin, things to do in berlin, visit berlin","summer in berlin, berlin summer travel guide, how to spend the summer in berlin, things to do in berlin, visit berlin",summer in berlin,berlin summer travel guide,how to spend the summer in berlin,things to do in berlin,visit berlin,YouTube,CC-BY-NC-4.0
youtube-video-squSLfCMCZ4,youtube_video_metadata,1023,2015,Germany,germany,Döner Kebab in Berlin 🥙 Germany’s Best Street Food Taste Test! 🇩🇪 Turkish Eats,https://youtu.be/squSLfCMCZ4,squSLfCMCZ4,squSLfCMCZ4,True,2,True,96071,96071,96071,False,2026-02-10,2026-02-10,"[""döner kebab"", ""doner kebab"", ""berlin doner kebab"", ""german doner kebab"", ""berlin street food""]","döner kebab, doner kebab, berlin doner kebab, german doner kebab, berlin street food","döner kebab, doner kebab, berlin doner kebab, german doner kebab, berlin street food",döner kebab,doner kebab,berlin doner kebab,german doner kebab,berlin street food,YouTube,CC-BY-NC-4.0
youtube-video-6bz0YcXjO18,youtube_video_metadata,1024,2015,Netherlands,netherlands,Stroopwafel Taste Test 🧇 Delicious Dutch Syrup Waffle in Amsterdam 🇳🇱 Sweet Snack!,https://youtu.be/6bz0YcXjO18,6bz0YcXjO18,6bz0YcXjO18,True,2,True,27181,27181,27181,False,2026-02-10,2026-02-10,"[""stroopwafel (food)"", ""stroopwafel taste test"", ""stroopwafel taste"", ""stroopwafel amsterdam"", ""eating stroopwafels""]","stroopwafel (food), stroopwafel taste test, stroopwafel taste, stroopwafel amsterdam, eating stroopwafels","stroopwafel (food), stroopwafel taste test, stroopwafel taste, stroopwafel amsterdam, eating stroopwafels",stroopwafel (food),stroopwafel taste test,stroopwafel taste,stroopwafel amsterdam,eating stroopwafels,YouTube,CC-BY-NC-4.0
youtube-video-uCx09mnVpHA,youtube_video_metadata,1025,2015,Netherlands,netherlands,"Our First Impressions Exploring Amsterdam 🇳🇱 Canals, Bikes & Culture 🚲",https://youtu.be/uCx09mnVpHA,uCx09mnVpHA,uCx09mnVpHA,True,2,True,18195,18195,18195,False,2026-02-10,2026-02-10,"[""things to do in amsterdam"", ""exploring amsterdam"", ""first impressions of amsterdam"", ""amsterdam"", ""amsterdam attractions""]","things to do in amsterdam, exploring amsterdam, first impressions of amsterdam, amsterdam, amsterdam attractions","things to do in amsterdam, exploring amsterdam, first impressions of amsterdam, amsterdam, amsterdam attractions",things to do in amsterdam,exploring amsterdam,first impressions of amsterdam,amsterdam,amsterdam attractions,YouTube,CC-BY-NC-4.0
youtube-video-eeRvXA27XVg,youtube_video_metadata,1026,2015,Netherlands,netherlands,Hagelslag Taste Test 🇳🇱 Dutch Sprinkles on Toast Breakfast Challenge in Amsterdam! 🍞🍫,https://youtu.be/eeRvXA27XVg,eeRvXA27XVg,eeRvXA27XVg,True,2,True,46128,46128,46128,False,2026-02-10,2026-02-10,"[""hagelslag taste test"", ""hagelslag challenge"", ""hagelslag"", ""dutch sprinkles"", ""dutch breakfast""]","hagelslag taste test, hagelslag challenge, hagelslag, dutch sprinkles, dutch breakfast","hagelslag taste test, hagelslag challenge, hagelslag, dutch sprinkles, dutch breakfast",hagelslag taste test,hagelslag challenge,hagelslag,dutch sprinkles,dutch breakfast,YouTube,CC-BY-NC-4.0
youtube-video-T0UsvXvgA74,youtube_video_metadata,1027,2015,Belgium,belgium,Belgian Waffles Taste Test in Bruges 🧇🇧🇪 Best Street Food in Belgium!,https://youtu.be/T0UsvXvgA74,T0UsvXvgA74,T0UsvXvgA74,True,2,True,40033,40033,40033,False,2026-02-10,2026-02-10,"[""belgian waffles taste test"", ""belgian waffles"", ""belgian waffle"", ""things to do in belgium"", ""belgian street food""]","belgian waffles taste test, belgian waffles, belgian waffle, things to do in belgium, belgian street food","belgian waffles taste test, belgian waffles, belgian waffle, things to do in belgium, belgian street food",belgian waffles taste test,belgian waffles,belgian waffle,things to do in belgium,belgian street food,YouTube,CC-BY-NC-4.0
youtube-video-Ha2lchDxj5A,youtube_video_metadata,1028,2015,Belgium,belgium,Eating Delicious Belgian Chocolates in Bruges 🍫🇧🇪 Pralines & Truffles Taste Test,https://youtu.be/Ha2lchDxj5A,Ha2lchDxj5A,Ha2lchDxj5A,True,2,True,12964,12964,12964,False,2026-02-10,2026-02-10,"[""belgian chocolates"", ""eating belgian chocolates"", ""travel"", ""things to do in belgium"", ""chocolates in belgium""]","belgian chocolates, eating belgian chocolates, travel, things to do in belgium, chocolates in belgium","belgian chocolates, eating belgian chocolates, travel, things to do in belgium, chocolates in belgium",belgian chocolates,eating belgian chocolates,travel,things to do in belgium,chocolates in belgium,YouTube,CC-BY-NC-4.0
youtube-video-jr56szPdWvw,youtube_video_metadata,1029,2015,Belgium,belgium,In Bruges with Busabout 🇧🇪 Exploring Medieval Canals & Streets 🏰,https://youtu.be/jr56szPdWvw,jr56szPdWvw,jr56szPdWvw,True,2,True,7457,7457,7457,False,2026-02-10,2026-02-10,"[""in bruges"", ""things to do in bruges"", ""bruges attractions"", ""travel"", ""bruges travel""]","in bruges, things to do in bruges, bruges attractions, travel, bruges travel","in bruges, things to do in bruges, bruges attractions, travel, bruges travel",in bruges,things to do in bruges,bruges attractions,travel,bruges travel,YouTube,CC-BY-NC-4.0
youtube-video-kNa55q13ew4,youtube_video_metadata,1030,2015,Belgium,belgium,Frites: Belgian Fries Taste Test in Bruges 🍟🇧🇪 Best Fries with Mayo!,https://youtu.be/kNa55q13ew4,kNa55q13ew4,kNa55q13ew4,True,2,True,53423,53423,53423,False,2026-02-10,2026-02-10,"[""belgian fries"", ""belgian fries taste test"", ""belgian street food"", ""things to do in bruges"", ""things to do in belgium""]","belgian fries, belgian fries taste test, belgian street food, things to do in bruges, things to do in belgium","belgian fries, belgian fries taste test, belgian street food, things to do in bruges, things to do in belgium",belgian fries,belgian fries taste test,belgian street food,things to do in bruges,things to do in belgium,YouTube,CC-BY-NC-4.0
